1,18.182801387,99.443688359,325.829
2,18.182020688,99.439653634,324.977 
3,18.182020688,99.439653634,324.977  
4,18.182020688,99.439653634,324.977  
5,18.182020688,99.439653634,324.977 
6,18.182020688,99.439653634,324.977 
7,18.182020688,99.439653634,324.977 
8,18.182020688,99.439653634,324.977
9,18.182020688,99.439653634,324.977 
10,18.182020688,99.439653634,324.977
11,18.182020688,99.439653634,324.977
12,18.182020688,99.439653634,324.977 
13,18.182020688,99.439653634,324.977
14,18.182020688,99.439653634,324.977  
15,18.182020688,99.439653634,324.977 
16,18.182020688,99.439653634,324.977 
17,18.182020688,99.439653634,324.977 
18,18.182020688,99.439653634,324.977
19,18.182020688,99.439653634,324.977 
20,18.182020688,99.439653634,324.977
21,18.182020688,99.439653634,324.977
22,18.182020688,99.439653634,324.977 
23,18.182020688,99.439653634,324.977
24,18.182020688,99.439653634,324.977  
25,18.182020688,99.439653634,324.977 
26,18.182020688,99.439653634,324.977 
27,18.182020688,99.439653634,324.977 
28,18.182020688,99.439653634,324.977
29,18.182020688,99.439653634,324.977 
30,18.182020688,99.439653634,324.977
31,18.182020688,99.439653634,324.977
32,18.182020688,99.439653634,324.977 
33,18.182020688,99.439653634,324.977
34,18.182020688,99.439653634,324.977  
35,18.182020688,99.439653634,324.977 
36,18.182020688,99.439653634,324.977 
37,18.182020688,99.439653634,324.977 
38,18.182020688,99.439653634,324.977
39,18.182020688,99.439653634,324.977 
40,18.182020688,99.439653634,324.977
41,18.182020688,99.439653634,324.977
42,18.182020688,99.439653634,324.977 
43,18.182020688,99.439653634,324.977
44,18.182020688,99.439653634,324.977  
45,18.182020688,99.439653634,324.977 
46,18.182020688,99.439653634,324.977 
47,18.182020688,99.439653634,324.977 
48,18.182020688,99.439653634,324.977
49,18.182020688,99.439653634,324.977 
50,18.182020688,99.439653634,324.977
